HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,GrainOilDM,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,ResidueMassDryPerArea,Comments
2016,SC,GPHY16_SC_A4_100_8-E_B,-117.085990999999,46.779905,100,276.5,,,,,,669.5,
2016,SC,GPHY16_SC_A5_101_9-E_B,-117.085572999999,46.77981,101,258,,,,,,841.5,
2016,SC,GPHY16_SC_A6_102_10-E_B,-117.08515499999901,46.779928,102,276.5,,,,,,714.5,
2016,SC,GPHY16_SC_B1_103_11-E_B,-117.084736999999,46.779776,103,175.5,,,,,,691.5,
2016,SC,GPHY16_SC_B1_104_12-E_B,-117.084345216999,46.779882972,104,117.5,,,,,,565.5,
2016,SC,GPHY16_SC_B2_105_13-E_B,-117.083900999999,46.779818,105,185.5,49.6,,4,,,672.5,",Moisture outside limits"
2016,SC,GPHY16_SC_B3_106_14-E_B,-117.08348299999901,46.779881,106,171,,,,,,701.5,
2016,SC,GPHY16_SC_B4_107_15-E_B,-117.083064999999,46.779802,107,119,,,,,,450,
2016,SC,GPHY16_SC_B5_108_16-E_B,-117.082646999999,46.779871,108,201.5,,,,,,657,
2016,SC,GPHY16_SC_B6_109_17-E_B,-117.08219347599901,46.779879765,109,256,50.6,,4,,,697,",Moisture outside limits"
2016,WW,GPHY16_WW_C1_110_18-E_H,-117.081753308999,46.77967045,110,486.79461942257217,,,,,,,
2016,WW,GPHY16_WW_C1_111_19-E_G,-117.081392999999,46.779849,111,510.17060367454064,,,,,,,
2016,WW,GPHY16_WW_C2_112_20-E_B,-117.080974999999,46.779851,112,476.1318897637795,,,,,,538.4678477690288,
2016,WW,GPHY16_WW_C3_113_21-E_G,-117.08053908599901,46.779690626,113,469.1601049868766,,,,,,,
2016,WW,GPHY16_WW_C3_114_22-E_B,-117.08013899999899,46.77997,114,307.5787401574803,,,,,,477.7723097112861,
2016,WW,GPHY16_WW_C4_115_23-E_G,-117.079703085999,46.779924626,115,369.9146981627296,,,,,,,
2016,WW,GPHY16_WW_C4_116_24-E_B,-117.079302999999,46.779905,116,464.64895013123356,,,,,,668.0610236220472,
2016,WW,GPHY16_WW_C5_117_25-E_B,-117.078884999999,46.779826,117,527.8051181102362,,,,,,598.753280839895,
2016,WW,GPHY16_WW_C6_118_26-E_B,-117.07846699999899,46.779838,118,398.2119422572178,,,,,,464.23884514435696,
2016,WW,GPHY16_WW_C7_119_27-E_G,-117.078019159999,46.779826634,119,679.9540682414698,,,,,,,
2016,WW,GPHY16_WW_C7_120_28-E_G,-117.077630999999,46.77978,120,483.1036745406824,,,,,,,
2016,WW,GPHY16_WW_C8_121_29-E_B,-117.07721299999901,46.779944,121,353.1003937007874,,,,,,423.6384514435695,
2016,SC,GPHY16_SC_A1_122_4-F_B,-117.08769899999901,46.779986,122,231,,,,,,655.5,
2016,SC,GPHY16_SC_A1_123_5-F_B,-117.087280999999,46.780159,123,149,,,,,,815.5,
2016,SC,GPHY16_SC_A2_124_6-F_B,-117.086862999999,46.780136,124,150.5,,,,,,455,
2016,SC,GPHY16_SC_A3_125_7-F_B,-117.086444999999,46.780221,125,316.5,,,,,,652,
2016,SC,GPHY16_SC_A4_126_8-F_B,-117.086011274999,46.780183815,126,186.5,,,,,,460,
